,category,emails,fan_count,id,link,name,website
425,Musician/Band,,1492,27852307517,https://www.facebook.com/LAMusic/,L.A.,www.facebook.com/LAMusic www.myspace.com/LAXclusive www.reverbnation.com/LAXclusive www.soundcloud.com/LAXclusive www.youtube.com/LAXclusiveEnt
426,Retail Company,[info@rechusable.com],1903,379512198752623,https://www.facebook.com/rechusable/,ReChusable,www.rechusable.com
427,Skin Care Service,[trueteam@truebotanicals.com],19546,806561739372101,https://www.facebook.com/truebotanicals/,True Botanicals,http://www.truebotanicals.com
428,Baby Goods/Kids Goods,[customercare@poshpeanut.com],168547,114329545344444,https://www.facebook.com/poshpeanut/,Posh Peanuts,poshpeanut.com 
429,Arts & Crafts Store,[info@mailorder-beads.co.uk],5063,174339240334,https://www.facebook.com/beadshop/,The Bead Shop (Nottingham) Ltd,http://www.mailorder-beads.co.uk
430,Beauty Salon,[info@smilesciences.com],13042,308550199180391,https://www.facebook.com/smilesciences/,Smile Sciences,http://www.smilesciences.com/
431,Apartment & Condo Building,[kerrym@spheregoldcoast.com.au],161,744239218974385,https://www.facebook.com/sphere/,Sphere Gold Coast,http://www.spheregoldcoast.com.au
432,Language School,[tinypeople@tinypeople.com.br],716,114610231928898,https://www.facebook.com/TinyPeople/,Tiny People Bilingual School,http://www.tinypeople.com.br
433,Record Label,,81870,36842379447,https://www.facebook.com/deathwishinc/,Deathwish Inc.,http://www.deathwishinc.com
434,Movie,,5623,201140346582398,https://www.facebook.com/operfume/,O Perfume - A História de Um Assassino,http://www.perfumemovie.com/
435,Clothing (Brand),[info@tascperformance.com],21273,207884629221672,https://www.facebook.com/tascperformance/,Tasc Performance,www.tascperformance.com
436,Product/Service,[info@momentskis.com],46693,106403451851,https://www.facebook.com/momentskis/,Moment Skis,www.MomentSkis.com
437,Health/Beauty,[support@dollarbathbombs.com],103577,543611795825286,https://www.facebook.com/dollarbathbombs/,Dollar Bath Bombs,https://www.dollarbathbombs.com
438,Kitchen/Cooking,[info@happycallaustralia.com.au],11203,1790094857903471,https://www.facebook.com/happycallaustralia/,Happycall Australia,http://happycall.com.au
439,Jewelry/Watches,[showroom@finnjewelry.com],3905,15633159757,https://www.facebook.com/FinnJewelry/,Finn,www.finnjewelry.com
440,Footwear Store,[support@lunasandals.com],16777,165517190155252,https://www.facebook.com/lunasandals/,LUNA Sandals,http://www.LUNAsandals.com
441,Health & Wellness Website,[amy@theholisticingredient.com],33547,444475395594117,https://www.facebook.com/theholisticingredient/,The Holistic Ingredient,http://theholisticingredient.com/
442,Games/Toys,[support@modiphius.com],23279,348868008489660,https://www.facebook.com/Modiphius/,MODIPHIUS,www.modiphius.com
443,Retail Company,[help@redfootshoes.com],42849,168105798050,https://www.facebook.com/redfootshoes/,Redfoot Shoes,http://www.redfootshoes.com
444,Health/Beauty,[hello@plumgoodness.com],170486,511641355600533,https://www.facebook.com/PlumGoodness/,Plum,http://plumgoodness.com
445,Home,[info@mollaspace.com],3829,16908448537,https://www.facebook.com/mollaspace/,Molla Space,http://www.mollaspace.com 
446,Musician/Band,,117,207520399286544,https://www.facebook.com/HoverCover/,Hover Cover,hva' det?
447,Retail Company,,19215,1113563502022737,https://www.facebook.com/tunercrate/,Tuner Crate,http://www.TunerCrate.com
448,Product/Service,,16015,1567572873454426,https://www.facebook.com/huntbikewheels/,Hunt Bike Wheels,http://www.huntbikewheels.com
449,Aromatherapy Service,[orders@essioshower.com],15238,219705634745827,https://www.facebook.com/essioshower/,Essio,www.essioshower.com
450,Medical Equipment Supplier,[support@ezlitecruiser.com],3204,1401347553440262,https://www.facebook.com/EZLiteCruiser/,EZ Lite Cruiser,http://www.ezlitecruiser.com/
451,Product/Service,,1182,392792464210189,https://www.facebook.com/Beardlab/,Beard Lab,https://www.beardlab.com
452,Health/Beauty,,1803,322945734392359,https://www.facebook.com/theskinfood/,SKIN FOOD,http://www.theskinfood.com/ 
453,Retail Company,,40,930420117095004,https://www.facebook.com/genkimix/,Genkimix,http://genkimix.com
454,Food & Beverage Company,[shop@ilikeitalianfood.com],34652,348552082018109,https://www.facebook.com/ilikeitalianfood/,I LIKE ITALIAN FOOD,http://www.ilikeitalianfood.com
455,Outdoor & Sporting Goods Company,,6670,103945176307542,https://www.facebook.com/eyelinegolf/,EyeLine Golf,http://www.eyelinegolf.com http://mygolfgameplan.com
456,Jewelry/Watches,[hello@shopzenger.com],110390,200320253339607,https://www.facebook.com/shopzenger/,Shopzenger,http://www.shopzenger.com
457,Clothing (Brand),,7487,214327128660616,https://www.facebook.com/zuluandzephyr/,Zulu & Zephyr,http://zuluandzephyr.com
458,Vintage Store,[hello@shopninecrows.com],74848,156991001013432,https://www.facebook.com/ShopNineCrows/,NINE CROWS,http://shopninecrows.com
459,Games/Toys,[info@gamertreasures.com],9488,1263682760316793,https://www.facebook.com/GamerTreasures/,Gamer Treasures,http://www.gamertreasures.com
460,Arts & Crafts Store,,4,1117244671666734,https://www.facebook.com/theglitterzone/,The Glitter Zone,
461,Retail Company,[contact@eurodropshipping.com],1212,1312413318840040,https://www.facebook.com/EuroDropshipping/,EuroDropshipping.com,https://EuroDropshipping.com
462,Games/Toys,[socialmedia@manhattantoy.com],107567,122696994443825,https://www.facebook.com/manhattantoy/,Manhattan Toy,www.manhattantoy.com
463,Gun Range,[info@battlefieldvegas.com],81688,193675734045701,https://www.facebook.com/BattlefieldVegas/,Battlefield: Vegas,www.battlefieldvegas.com
464,Shopping & Retail,[firza_store@yahoo.com],3608,195227137237433,https://www.facebook.com/Charcoal.Mask/,Charcoal Mask,
465,Automotive Repair Shop,[info@dencodiesel.com],7820,183144131701649,https://www.facebook.com/DencoDiesel/,Denco Diesel & Turbo,http://www.dencodiesel.com
466,Community,,5878,132771463521347,https://www.facebook.com/freepresent/,세상에핫한모든것,
467,Product/Service,,32256,167552076602059,https://www.facebook.com/EatSmartProducts/,EatSmart Products,www.eatsmartproducts.com www.twitter.com/eatsmartscales http://www.youtube.com/user/EatSmartProducts
468,Athlete,,496,273204976496800,https://www.facebook.com/LineCutterz/,Kevin Janes Fishing,http://www.linecutterz.com
469,Local & Travel Website,,452,151202105036127,https://www.facebook.com/AdventureHunt/,Adventure Hunt,http://indianadventurehunt.blogspot.in/
470,Toy Store,[hello@fugitivetoys.com],15685,27356466362,https://www.facebook.com/fugitivetoys/,Fugitive Toys,http://www.fugitivetoys.com
471,Women's Clothing Store,[help@nanamacs.com],658366,508783499154637,https://www.facebook.com/NanaMacs/,Nana Macs Boutique,http://www.nanamacs.com
472,Community,,4949,798551003559494,https://www.facebook.com/Armstrongamerika/,Armstrong Amerika - Experience Life not Pain,http://armstrongamerika.com/
473,Bags/Luggage,,1286,533403103376675,https://www.facebook.com/Elephantwallet/,Elephantwallet,http://www.elephantwallet.com/ http://pinterest.com/elephantwallet// http://instagram.com/elephantwallet
474,Retail Company,[roveandswig@gmail.com],248,1431973840407953,https://www.facebook.com/roveandswig/,Rove and Swig,http://www.roveandswig.com
475,Clothing (Brand),,29168,876659445756707,https://www.facebook.com/makaiclothingco/,Makai Clothing Co,http://makaiclothingco.com
476,Chocolate Shop,[info@tazachocolate.com],37102,46089583974,https://www.facebook.com/TazaChocolate/,Taza Chocolate,www.tazachocolate.com 
477,Camera/Photo,,6317,604567362896566,https://www.facebook.com/presetsgalore/,Presets Galore,https://www.presetsgalore.com
478,Retail Company,[contact@duskyblues.com],983,384891211876773,https://www.facebook.com/DuskyBlues/,Dusky Blues,www.duskyblues.com
479,Website,,12771,374280156023832,https://www.facebook.com/onediscount/,יד שניה לבית ולגן,https://www.facebook.com/JunerJohnny/
480,Photography Videography,[support@cambuy.com.au],2556,227174054041371,https://www.facebook.com/CamBuy/,CamBuy,www.cambuy.com.au
481,Bicycle Shop,[service@blueskycycling.com],3263,273365806031765,https://www.facebook.com/blueskycycling/,BlueSkyCycling.com,www.blueskycycling.com
482,Local Business,[inquire@topmeteorite.com],465,920144058103435,https://www.facebook.com/topmeteorite/,Top Meteorite,https://topmeteorite.com
483,Company,[ashley.ecker@charterfirearms.com],11783,292565084186070,https://www.facebook.com/CharterFirearms/,Charter Arms,http://www.charterfirearms.com/
484,Fishing Store,[sales@bostlures.com],22260,564057310279551,https://www.facebook.com/BostLures/,Bost Lures,www.bostlures.com
485,Retail Company,[execadmin@sportsheets.com],2281,221271568278,https://www.facebook.com/sportsheets/,Sportsheets,http://www.sportsheets.com
486,Clothing (Brand),[hello@yathletics.com],3303,418194224938468,https://www.facebook.com/yathletics/,Y Athletics,https://www.yathletics.com
487,Clothing (Brand),,13041,1522599734711465,https://www.facebook.com/TaigerApparel/,Taiger Performance Apparel,https://www.taigerapparel.com
488,Shopping & Retail,[info@detroitgrooming.net],27361,1503539789875445,https://www.facebook.com/detroitgrooming/,Detroit Grooming Co.,https://www.detroitgrooming.com
489,Artist,[contactus@maryengelbreit.com],254987,138832742816692,https://www.facebook.com/maryengelbreit/,Mary Engelbreit,http://www.maryengelbreit.com
490,Clothing Store,[info@kirikomade.com],4890,142455412568590,https://www.facebook.com/kirikomade/,Kiriko,www.kirikomade.com
491,Clothing (Brand),[info@junkbrands.com],58761,200976803313287,https://www.facebook.com/junkbrands/,Junk Brands,https://www.junkbrands.com/
492,Computer Training School,[info@learning247.co.uk],1087,136443003184468,https://www.facebook.com/Learning247/,Learning 247 Online Training Courses,www.learning247.co.uk
493,Pet Sitter,,6,1506068906138666,https://www.facebook.com/CreaturesOfComfort/,Creatures of Comfort Home & Pet Sitters,http://www.creaturesofcomfort.ca
494,Retail Company,[hello@snakehive.co.uk],1251,472110832905487,https://www.facebook.com/snakehive/,Snakehive,http://www.snakehive.co.uk/
495,Men's Clothing Store,[info@princecollections.com],318,359492004417403,https://www.facebook.com/Princehatscollections/,PrinceCollections.com,https://www.princehatscollections.com
496,Bags/Luggage,[info@winter-session.com],3254,128865593814285,https://www.facebook.com/wintersession/,Winter Session,www.winter-session.com
497,Home Decor,,77,1908776012688905,https://www.facebook.com/Pricesolution4U/,Pricesolution4U,https://www.pricesolution4u.com
498,Community,[lsad140@yahoo.com],662,543944548992880,https://www.facebook.com/Boody/,كبــــــرياء رجــــــل,
499,Clothing (Brand),,31221,395204123853955,https://www.facebook.com/SuperLoveTees/,SuperLoveTees,http://www.SuperLoveTees.com
500,Shopping & Retail,[wendover@vogmask.com],285305,324297414249985,https://www.facebook.com/vogmask/,Vogmask,www.vogmask.com
501,Company,[contactus@yourbrandcafe.com],19432,364602363571241,https://www.facebook.com/YourBrandCafe/,Your Brand Cafe,http://www.yourbrandcafe.com
502,Musician/Band,,1120,293368603772,https://www.facebook.com/ninthavenue/,Ninth Avenue,www.whoisninthavenue.com
503,Clothing (Brand),[katy@printedvillage.com],419,1034361860007916,https://www.facebook.com/printedvillagewholesale/,Printed Village Wholesale,http://printedvillagewholesale.com
504,Health/Beauty,[info@hbbeautybar.com],22502,270894189668165,https://www.facebook.com/HBBeautyBar/,HB Beauty Bar,http://www.hbbeautybar.com
505,Electronics,,9189,408078325898748,https://www.facebook.com/Hexoskin/,Hexoskin,www.hexoskin.com 
506,Product/Service,,19,1547458151967138,https://www.facebook.com/Boogzelapparel/,Boogzel Apparel,https://boogzelapparel.com/collections/all
507,Product/Service,,3984,343132462714794,https://www.facebook.com/nielsenanchors/,Nielsen Anchors,https://nielsenanchors.com
508,Home Decor,,1593,121775664543424,https://www.facebook.com/Eazywallz/,Eazywallz,http://www.eazywallz.com
509,Commercial Equipment,,10021,462766427078555,https://www.facebook.com/Filabot/,Filabot,http://Filabot.com
510,Food & Beverage Company,[info@eatbanza.com],30397,421720417954284,https://www.facebook.com/EatBanza/,Banza,http://www.eatbanza.com
511,Local Business,[tastypeachstudios@yahoo.com],208029,182895355055058,https://www.facebook.com/TastyPeachStudios/,Tasty Peach Studios,http://www.tastypeachstudios.com/
512,Shopping & Retail,[online@mastbrothers.com],52799,18960496604,https://www.facebook.com/mastbrothers/,MAST,www.mastbrothers.com 
513,Community,,122,285689688255246,https://www.facebook.com/DogHugs/,A Stitch of love,
514,Clothing (Brand),[hello@dollboxx.com],442910,537215276386828,https://www.facebook.com/dollboxx/,Dollboxx,https://www.dollboxx.com.au
515,Retail Company,[customerservice@walrusaudio.com],54022,233547943327012,https://www.facebook.com/walrusaudio/,Walrus Audio,www.walrusaudio.com
516,Outdoor & Sporting Goods Company,,66910,56838605952,https://www.facebook.com/EvilBikes/,Evil Bikes,http://www.evil-bikes.com
517,Community,[support@gearbunch.com],136815,1226314127381693,https://www.facebook.com/gearbunch/,GearBunch,http://www.gearbunch.com
518,Outdoor & Sporting Goods Company,[service@theathleticcommunity.com],2880,518982161545477,https://www.facebook.com/TheAthleticCommunity/,The Athletic Community,http://www.theathleticcommunity.com
519,Clothing (Brand),[info@sherpaadventuregear.com],22344,54828082931,https://www.facebook.com/sherpaadventuregear/,Sherpa Adventure Gear,www.sherpaadventuregear.com
520,Retail Company,,597252,463003060441487,https://www.facebook.com/BoardwalkBuy/,Boardwalk Buy,http://www.boardwalkbuy.com
521,Product/Service,[help@abbottnyc.com],420,1511842082439880,https://www.facebook.com/abbottnyc/,Abbott NYC,http://www.abbottnyc.com
522,Wholesale & Supply Store,,74173,440022786207765,https://www.facebook.com/wholesaleaccessorymarket/,Wholesale Accessory Market,http://www.wholesaleaccessorymarket.com
523,Gym/Physical Fitness Center,,4455,195943573916990,https://www.facebook.com/bioganix/,Losing Weight Naturally,http://BioGanix.com
524,Camera/Photo,,2180,307261936342,https://www.facebook.com/alzodigital/,ALZO Digital,http://www.alzodigital.com
525,Jewelry/Watches,,14,1985201548379388,https://www.facebook.com/purposejewelry/,Purpose jewelry by chelsea,
526,Clothing (Brand),[hello@huxbaby.com],88747,803807979659235,https://www.facebook.com/huxbaby/,Huxbaby,http://www.huxbaby.com
527,Clothing (Brand),,112768,49999376541,https://www.facebook.com/Splits59/,Splits59,https://www.splits59.com
528,Printing Service,[info@cutcardstock.com],6262,163573065635,https://www.facebook.com/CutCardStock/,CutCardStock,http://www.cutcardstock.com
529,Local Business,,12420,132559793455925,https://www.facebook.com/UHandbag/,U-Handbag,http://www.u-handbag.com/ http://u-handbag.typepad.com/ http://twitter.com/uhandbag/ http://www.flickr.com/groups/u-handbag_all/ http://www.flickr.com/groups/free_u-handbag_tutorials/ http://www.amazon.com/Bag-Making-Bible-Complete-Customizing/dp/071533624X
530,Textile Company,[info@faribaultmill.com],20625,213194168722737,https://www.facebook.com/FaribaultMill/,Faribault Woolen Mill Co.,http://www.faribaultmill.com/
531,Coffee Shop,,1112,360740630777295,https://www.facebook.com/camelstep/,Camel Step Coffee Roasters,http://camelstep.com
532,Product/Service,,14,475496569506233,https://www.facebook.com/blkblu/,Blk & Blu Premium E-Liquids,http://AmericanCraftLiquids.com
533,Bridal Shop,[info@stonefoxbride.com],8938,262781237128094,https://www.facebook.com/stonefoxbride/,Stone Fox Bride,http://stonefoxbride.com/
534,Automotive Parts Store,[info@thelugnutsource.com],2063,1707192789542062,https://www.facebook.com/TheLugNutSource/,The Lug Nut Source,http://www.thelugnutsource.com
535,Retail Company,[info@digitalsupplyusa.com],2326,1455249481397783,https://www.facebook.com/digitalsupplyusa/,Digital Supply USA,http://digitalsupplyusa.com
536,Local Business,,1530,1078405138907238,https://www.facebook.com/limetliss/,LIMËTLISS.com,http://limetliss.com
537,Furniture Store,[customerservice@standsteady.com],4247,256046687830901,https://www.facebook.com/StandSteady/,Stand Steady,http://www.standsteady.com
538,Health/Beauty,,972,1605381019765682,https://www.facebook.com/ezgetone/,Ezgetone,https://goo.gl/XS5yVy
539,Footwear Store,[armeniankid2007@gmail.com],35872,137657466275655,https://www.facebook.com/kicktronics/,Kicktronics,http://www.kicktronics.com
540,Plastic Manufacturer,,164,1531025370519692,https://www.facebook.com/cooljarz/,CoolJarz,http://www.cooljarz.com/
541,Local Business,,260873,246191765399713,https://www.facebook.com/GrizzlyGriptape/,Grizzly Griptape,http://grizzlygriptape.com
542,Organization,,6942,1485755645031146,https://www.facebook.com/circulr/,Circul'R,http://www.circul-r.com
543,Electronics,,15,635737503257846,https://www.facebook.com/Movophoto/,Movo Photo,http://www.movophoto.com
544,Home Improvement,[support@sadotech.com],1049,288457384844900,https://www.facebook.com/SadoTech/,SadoTech Doorbells,http://www.sadotech.com
545,Sporting Goods Store,[info@properlbc.com],3372,450969848305411,https://www.facebook.com/properlbc/,Proper LBC,https://properlbc.com
546,Clothing (Brand),[hijabwanitacantik@gmail.com],1049612,189494964512377,https://www.facebook.com/hijabwanitacantik/,Hijab Wanita Cantik,http://www.hijabwanitacantik.com/
547,Website,,97339,235185543479856,https://www.facebook.com/casescene/,Case Scene,http://casescene.com
548,Shopping & Retail,,782,434068553348653,https://www.facebook.com/UrbanArtClothing/,Urban Art  Collection,https://twitter.com/UrbanArtCloth
549,Shopping & Retail,,978,321449774625938,https://www.facebook.com/reliablestore/,Your's,
550,Health/Beauty,[info@nugenesisnails.com],6168,270561926401336,https://www.facebook.com/nugenesisnails/,NuGenesis Nails,https://www.nugenesisnails.com
551,Health/Beauty,,7445,135803709769134,https://www.facebook.com/TVX45/,TVX45 International,http://tvx45.com
552,Product/Service,[support@millioncases.in],51403,1126982044014087,https://www.facebook.com/millioncases/,Million Cases,https://millioncases.in
553,Product/Service,,34406,1581196805504996,https://www.facebook.com/eratolife/,Erato Audio,http://www.eratolife.com
554,Product/Service,,72475,184731851560591,https://www.facebook.com/dailygreatness/,Dailygreatness,http://www.dailygreatness.com
555,Product/Service,[support@thekdom.com],224399,1210361859016000,https://www.facebook.com/thekdom/,The Kdom,https://TheKdom.com
556,Brand,[hello@litelok.com],6637,1789512834607400,https://www.facebook.com/litelok/,Litelok,https://www.litelok.com
557,Jewelry/Watches,,66,105281359984316,https://www.facebook.com/bisjouxrose/,Bisjoux Rose,http://www.bisjouxrose.com
558,Public Figure,[dude@dudeperfect.com],18282028,133025843429181,https://www.facebook.com/DudePerfect/,Dude Perfect,www.DudePerfect.com
559,Website,[uvgrab@gmail.com],2487,241810036014516,https://www.facebook.com/uvgrab/,UVGrab,http://www.uvgrab.com
560,Community,[info@intrendzstore.com],15222,732270276929082,https://www.facebook.com/intrendzstore/,Intrendzstore,http://www.intrendzstore.com
561,Vitamins/Supplements,,176,417819604902413,https://www.facebook.com/happykombucha/,HappyKombucha.co.uk,http://www.happykombucha.co.uk
562,Clothing (Brand),[info@naadamcashmere.com],24654,484226551617824,https://www.facebook.com/naadamcashmere/,Naadam,https://naadam.co
563,Product/Service,[support@millioncases.in],51403,1126982044014087,https://www.facebook.com/millioncases/,Million Cases,https://millioncases.in
564,Computer Company,,11,617023431690669,https://www.facebook.com/mimo.monitors/,Mimo Monitors,
565,Electronics,,4720,1397971470426954,https://www.facebook.com/Singtrix/,Singtrix,http://www.singtrix.com
566,Women's Clothing Store,[info@uplandroad.com],262,538136522923869,https://www.facebook.com/UplandRoad/,Upland Road,http://www.uplandroad.com
567,Website,[noah@balithaiimports.com],683,184255874965768,https://www.facebook.com/balithaiimports/,Bali Thai Imports,http://www.balithaiimports.com
568,Bicycle Shop,[info@hellobicycle.com],528,167341649970628,https://www.facebook.com/hellobicycle/,Hello Bicycle,http://www.hellobicycle.com
569,Shopping & Retail,[maaticrafts@gmail.com],135789,132127163337,https://www.facebook.com/Maaticrafts/,Maati Crafts,www.maaticrafts.com
570,Musician/Band,[info@erictheflutemaker.com],2335,122115637816769,https://www.facebook.com/Eriktheflutemaker/,Erik The Flutemaker,"www.eriktheflutemaker.com
www.flutemakerministries.com
www.youtube.com/theflutemaker
www.itunes.com/eriktheflutemaker"
571,Community,,127,495170790567151,https://www.facebook.com/allparts/,All parts,
572,Home Decor,[support@jewelrycandles.com],522763,420184424701180,https://www.facebook.com/JewelryCandles/,Jewelry Candles,http://www.JewelryCandles.com
573,Website,,112854,617401338469498,https://www.facebook.com/vipertecknives/,Viper Tec,http://www.Vipertecknives.com
574,Sunglasses & Eyewear Store,[someone@sundaysomewhere.com],50286,253347324676850,https://www.facebook.com/sundaysomewhere/,SUNDAY SOMEWHERE,www.sundaysomewhere.com
575,Jewelry/Watches,,6699,293526408201,https://www.facebook.com/verameat/,VERAMEAT,http://verameat.com
576,Consulting Agency,[business@rise.net],5065,16684967083,https://www.facebook.com/Rise/,Rise Creative Group,http://www.rise.net
577,Product/Service,,13395,644509085731997,https://www.facebook.com/CrochetKings/,Crochet Kings,www.crochetkings.com
578,Games/Toys,,149,242939846078398,https://www.facebook.com/jumbofuns/,Jumbo Funs,www.jumbofuns.com
579,Clothing (Brand),[aransweatersdirect@gmail.com],1466,335630946593017,https://www.facebook.com/aransweatersdirect/,Aran Sweaters Direct,http://www.aransweatersdirect.com/
580,Clothing (Brand),[support@taniusa.com],20164,215397498584110,https://www.facebook.com/taniusa/,Tani USA,http://bit.ly/1OQstVo
581,Jewelry/Watches,,1046,124039108293197,https://www.facebook.com/folsomshop/,Folsom Shop,folsomstore.com
582,Pet Service,[woof@kellyvillepets.com.au],10399,22247497767,https://www.facebook.com/KellyvillePets/,Kellyville Pets,www.kellyvillepets.com.au
583,Community,,394,697208763668914,https://www.facebook.com/Blackmooncosmetics/,Blackmoon-Loja de cosmeticos,
584,Jewelry/Watches,[realwatches@outlook.com],9503,227326687432819,https://www.facebook.com/RealWatches/,Realwatches.com,http://www.realwatches.com
585,Electronics,[henry@zealpc.net],658,1402867343309175,https://www.facebook.com/zealpc/,Zeal PC,https://zealpc.net
586,Retail Company,[admin@zabbadesigns.com],34035,388823464521943,https://www.facebook.com/ZabbaDesigns/,Zabba Designs,http://zabbadesigns.com/
587,Cosmetics Store,[info@mannakadarbeauty.com],21851,132263383555925,https://www.facebook.com/mannakadarcosmetics/,Manna Kadar Cosmetics,www.mannakadarcosmetics.com
588,Alternative & Holistic Health Service,[innerlightshop@gmail.com],491,537248733027368,https://www.facebook.com/InnerLightShop/,INNER LIGHT,http://www.InnerLightShop.ca
589,Product/Service,,6461,102303529955098,https://www.facebook.com/Laviebohemeyoga/,La Vie Boheme Yoga,www.laviebohemeyoga.com
590,Shopping & Retail,[help@browndoggadgets.com],1840,245583498842235,https://www.facebook.com/BrownDogGadgets/,Brown Dog Gadgets,http://www.browndoggadgets.com
591,Record Label,[info@operadepot.com],1625,105237779523753,https://www.facebook.com/OperaDepot/,Opera Depot - Live Recordings of Opera on CD & MP3,www.OperaDepot.com
592,Food & Beverage Company,[info@compartes.com],15380,56239222764,https://www.facebook.com/compartes/,Compartes Chocolatier,http://www.compartes.com http://twitter.com/compartes http://instagram.com/compartes http://facebook.com/jonathan.grahm
593,Clothing (Brand),,8,187396465144229,https://www.facebook.com/DIVABOUTIQUEOnline/,Diva Boutique Online,
594,Product/Service,[info@chinacheckup.com],364,124758694333512,https://www.facebook.com/ChinaCheckup/,China Checkup,https://www.chinacheckup.com
595,Professional Service,[shop@shaycochrane.com],3707,111291499876,https://www.facebook.com/SCstockshop/,SC Stockshop,http://www.scstockshop.com
596,Tools/Equipment,[info@ragingmammoth.com],60461,539410599407850,https://www.facebook.com/ragingmammoth/,Raging Mammoth,http://ragingmammoth.com
597,Home Decor,[enquiries@ivoryanddeene.com.au],37693,127170030682359,https://www.facebook.com/ivoryanddeene/,Ivory & Deene,http://www.ivoryanddeene.com.au
598,Clothing (Brand),,81916,619371354811438,https://www.facebook.com/AnimalHearted/,Animal Hearted,http://www.animalhearted.com/
599,"Beauty, Cosmetic & Personal Care",[skinnyandcompanyvn@gmail.com],2341,303338406507501,https://www.facebook.com/SkinnyAndCompany/,Dầu Dừa Skinny,http://www.skinnyandcompany.vn
600,Shopping & Retail,[custhelp@michaels.com],2697827,85894279164,https://www.facebook.com/Michaels/,Michaels Stores,www.Michaels.com www.Twitter.com/MichaelsStores http://www.YouTube.com http://www.foursquare.com/michaelsstores http://Pinterest.com/MichaelsStores/
601,Home Decor,,1481,190599197685134,https://www.facebook.com/SRstore/,SR store,www.sabrinaraso.net
602,Clothing (Brand),[customerservice@rootsgear.com],16012,6462062502,https://www.facebook.com/Rootsgear/,Rootsgear,http://www.Rootsgear.com
603,Women's Clothing Store,,7,246003042119715,https://www.facebook.com/ShopTheBoutique/,Shop The Boutique,
604,Kitchen/Cooking,,21109,508483309171410,https://www.facebook.com/hedleyandbennett/,Hedley & Bennett,http://www.hedleyandbennett.com
605,Toy Store,[info@65drones.com],2513,908829465812370,https://www.facebook.com/65drones/,65Drones,http://www.65drones.com
606,Website,,7223,1062395573836243,https://www.facebook.com/gearsnare/,Gear Snare,gearsnare.com
607,Women's Clothing Store,[support@izzyandliv.com],130749,1399707507007742,https://www.facebook.com/izzyandliv/,Izzy & Liv,http://www.izzyandliv.com
608,Company,,2009,113848998934,https://www.facebook.com/clearcenter/,ClearCenter,www.clearcenter.com
609,Product/Service,,12101,107487388232,https://www.facebook.com/oberondesign/,Oberon Design,http://oberondesign.com
610,Food & Beverage Company,[info@getvinebox.com],34515,985327561480888,https://www.facebook.com/getVINEBOX/,VINEBOX,http://www.getvinebox.com
611,Website,,52200,213158049067008,https://www.facebook.com/100ultradeals/,100 Ultra Deals,http://www.100ultradeals.com
612,Collectibles Store,[battleorders@hotmail.co.uk],4582,193720694076974,https://www.facebook.com/BattleOrders/,Battle Orders Ltd,http://battleorders.co.uk
613,Men's Clothing Store,[info@damageplayground.com],1442,118347531556530,https://www.facebook.com/damageplayground/,DAMAGE,http://www.damageplayground.com/
614,Home & Garden Store,,529,148306028670113,https://www.facebook.com/MyCityPlants/,My City Plants,https://www.mycityplants.com
615,Jewelry/Watches,,7340,640782036062356,https://www.facebook.com/timegent/,timegent.com,http://www.timegent.com
616,Product/Service,,18183,117058861669570,https://www.facebook.com/TWSBI/,TWSBI,www.twsbi.com
617,Tutor/Teacher,[info@woodworkersworkshop.co.uk],2714,1418311235114166,https://www.facebook.com/woodworkersworkshop/,Wood Workers Workshop Limited,http://www.woodworkersworkshop.co.uk
618,Sporting Goods Store,[info@on3pskis.com],12503,119100341507886,https://www.facebook.com/ON3Pskis/,ON3P Skis,http://www.on3pskis.com
619,Clothing (Brand),[info@featsocks.com],38364,433385566804674,https://www.facebook.com/featsocks/,FEAT Socks,http://www.featsocks.com/
620,Sports League,,777,334081570052991,https://www.facebook.com/AbsoluteMixedWrestling/,Absolute Mixed Wrestling,http://absolutemixedwrestling.com
621,Hair Salon,[support@beardandshave.de],95999,543902262422290,https://www.facebook.com/beardandshave/,Beard and Shave,https://www.beardandshave.de
622,Jewelry/Watches,[support@plugyourholes.com],426867,67907869126,https://www.facebook.com/plugyourholes/,Plugyourholes.com,Plugyourholes.com
623,Women's Health Clinic,[info@babyandcompany.com],8674,338446452947193,https://www.facebook.com/BabyAndCo/,Baby+Co,http://www.babyandcompany.com/
624,Website,,41922,335257103531092,https://www.facebook.com/6lynx/,Spiritual Healer,www.6lynx.com
625,Men's Clothing Store,[support@recycledfirefighter.com],47783,279942225479919,https://www.facebook.com/RecycledFirefighter/,Recycled Firefighter,http://www.recycledfirefighter.com
626,Outdoor Equipment Store,[info@so.co.za],35050,164884273556713,https://www.facebook.com/safarioutdoor/,Safari Outdoor,http://www.so.co.za
627,Video Game,,691,895048460577812,https://www.facebook.com/tacticoolknives/,Tacticool Knives,http://tacticoolknives.com
628,Product/Service,,382741,463025670634,https://www.facebook.com/GaspariNutrition/,Official Gaspari Nutrition®,http://www.gasparinutrition.com
629,Clothing Store,[socialmedia@dennyschildrenswear.com],12481,106348867839,https://www.facebook.com/ShopDennys/,"Denny's Fashion, Style, For All",http://www.shopdennys.com
630,Outdoor Equipment Store,[sales@ceindustry.com],12994,272306696204144,https://www.facebook.com/FestivalGear/,Festival-Gear.com,http://www.Festival-Gear.com
